id,name-form,type_1,type_2,data_species,data_height,data_weight,ability,training_catch_rate,training_base_exp,training_growth_rate,breeding_gender_male,breeding_gender_female,stats_hp,stats_attack,stats_defense,stats_sp_atk,stats_sp_def,stats_speed,stats_total,img
4440,Gabite-Gabite,Dragon,Ground,Cave Pokémon,1.4,56.0,Sand Veil,45,144,Slow,50% male,50% female,68,90,65,50,55,82,410,https://img.pokemondb.net/artwork/large/gabite.jpg
4450,Garchomp-Garchomp,Dragon,Ground,Mach Pokémon,1.9,95.0,Sand Veil,45,270,Slow,50% male,50% female,108,130,95,80,85,102,600,https://img.pokemondb.net/artwork/large/garchomp.jpg
4451,Garchomp-Mega Garchomp,Dragon,Ground,Mach Pokémon,1.9,95.0,Sand Force,45,315,Slow,50% male,50% female,108,170,115,120,95,92,700,https://img.pokemondb.net/artwork/large/garchomp-mega.jpg
4460,Munchlax-Munchlax,Normal,-,Big Eater Pokémon,0.6,105.0,Pickup,50,78,Slow,87.5% male,12.5% female,135,85,40,40,85,5,390,https://img.pokemondb.net/artwork/large/munchlax.jpg
4470,Riolu-Riolu,Fighting,-,Emanation Pokémon,0.7,20.2,Steadfast,75,57,Medium Slow,87.5% male,12.5% female,40,70,40,35,40,60,285,https://img.pokemondb.net/artwork/large/riolu.jpg
4480,Lucario-Lucario,Fighting,Steel,Aura Pokémon,1.2,54.0,Steadfast,45,184,Medium Slow,87.5% male,12.5% female,70,110,70,115,70,90,525,https://img.pokemondb.net/artwork/large/lucario.jpg
4481,Lucario-Mega Lucario,Fighting,Steel,Aura Pokémon,1.3,57.5,Adaptability,45,219,Medium Slow,87.5% male,12.5% female,70,145,88,140,70,112,625,https://img.pokemondb.net/artwork/large/lucario-mega.jpg
4490,Hippopotas-Hippopotas,Ground,-,Hippo Pokémon,0.8,49.5,Sand Stream,140,66,Slow,50% male,50% female,68,72,78,38,42,32,330,https://img.pokemondb.net/artwork/large/hippopotas.jpg
4500,Hippowdon-Hippowdon,Ground,-,Heavyweight Pokémon,2.0,300.0,Sand Stream,60,184,Slow,50% male,50% female,108,112,118,68,72,47,525,https://img.pokemondb.net/artwork/large/hippowdon.jpg
4510,Skorupi-Skorupi,Poison,Bug,Scorpion Pokémon,0.8,12.0,Battle Armor,120,66,Slow,50% male,50% female,40,50,90,30,55,65,330,https://img.pokemondb.net/artwork/large/skorupi.jpg
4520,Drapion-Drapion,Poison,Dark,Ogre Scorp Pokémon,1.3,61.5,Battle Armor,45,175,Slow,50% male,50% female,70,90,110,60,75,95,500,https://img.pokemondb.net/artwork/large/drapion.jpg
4530,Croagunk-Croagunk,Poison,Fighting,Toxic Mouth Pokémon,0.7,23.0,Anticipation,140,60,Medium Fast,50% male,50% female,48,61,40,61,40,50,300,https://img.pokemondb.net/artwork/large/croagunk.jpg
4540,Toxicroak-Toxicroak,Poison,Fighting,Toxic Mouth Pokémon,1.3,44.4,Anticipation,75,172,Medium Fast,50% male,50% female,83,106,65,86,65,85,490,https://img.pokemondb.net/artwork/large/toxicroak.jpg
4550,Carnivine-Carnivine,Grass,-,Bug Catcher Pokémon,1.4,27.0,Levitate,200,159,Slow,50% male,50% female,74,100,72,90,72,46,454,https://img.pokemondb.net/artwork/large/carnivine.jpg
4560,Finneon-Finneon,Water,-,Wing Fish Pokémon,0.4,7.0,Swift Swim,190,66,Erratic,50% male,50% female,49,49,56,49,61,66,330,https://img.pokemondb.net/artwork/large/finneon.jpg
4570,Lumineon-Lumineon,Water,-,Neon Pokémon,1.2,24.0,Swift Swim,75,161,Erratic,50% male,50% female,69,69,76,69,86,91,460,https://img.pokemondb.net/artwork/large/lumineon.jpg
4580,Mantyke-Mantyke,Water,Flying,Kite Pokémon,1.0,65.0,Swift Swim,25,69,Slow,50% male,50% female,45,20,50,60,120,50,345,https://img.pokemondb.net/artwork/large/mantyke.jpg
4590,Snover-Snover,Grass,Ice,Frost Tree Pokémon,1.0,50.5,Snow Warning,120,67,Slow,50% male,50% female,60,62,50,62,60,40,334,https://img.pokemondb.net/artwork/large/snover.jpg
4600,Abomasnow-Abomasnow,Grass,Ice,Frost Tree Pokémon,2.2,135.5,Snow Warning,60,173,Slow,50% male,50% female,90,92,75,92,85,60,494,https://img.pokemondb.net/artwork/large/abomasnow.jpg
4601,Abomasnow-Mega Abomasnow,Grass,Ice,Frost Tree Pokémon,2.7,185.0,Snow Warning,60,208,Slow,50% male,50% female,90,132,105,132,105,30,594,https://img.pokemondb.net/artwork/large/abomasnow-mega.jpg
4610,Weavile-Weavile,Dark,Ice,Sharp Claw Pokémon,1.1,34.0,Pressure,45,179,Medium Slow,50% male,50% female,70,120,65,45,85,125,510,https://img.pokemondb.net/artwork/large/weavile.jpg
4620,Magnezone-Magnezone,Electric,Steel,Magnet Area Pokémon,1.2,180.0,Magnet Pull,30,241,Medium Fast,Genderless,Genderless,70,70,115,130,90,60,535,https://img.pokemondb.net/artwork/large/magnezone.jpg
4630,Lickilicky-Lickilicky,Normal,-,Licking Pokémon,1.7,140.0,Own Tempo,30,180,Medium Fast,50% male,50% female,110,85,95,80,95,50,515,https://img.pokemondb.net/artwork/large/lickilicky.jpg
4640,Rhyperior-Rhyperior,Ground,Rock,Drill Pokémon,2.4,282.8,Lightning Rod,30,241,Slow,50% male,50% female,115,140,130,55,55,40,535,https://img.pokemondb.net/artwork/large/rhyperior.jpg
4650,Tangrowth-Tangrowth,Grass,-,Vine Pokémon,2.0,128.6,Chlorophyll,30,187,Medium Fast,50% male,50% female,100,100,125,110,50,50,535,https://img.pokemondb.net/artwork/large/tangrowth.jpg
4660,Electivire-Electivire,Electric,-,Thunderbolt Pokémon,1.8,138.6,Motor Drive,30,243,Medium Fast,75% male,25% female,75,123,67,95,85,95,540,https://img.pokemondb.net/artwork/large/electivire.jpg
4670,Magmortar-Magmortar,Fire,-,Blast Pokémon,1.6,68.0,Flame Body,30,243,Medium Fast,75% male,25% female,75,95,67,125,95,83,540,https://img.pokemondb.net/artwork/large/magmortar.jpg
4680,Togekiss-Togekiss,Fairy,Flying,Jubilee Pokémon,1.5,38.0,Hustle,30,245,Fast,87.5% male,12.5% female,85,50,95,120,115,80,545,https://img.pokemondb.net/artwork/large/togekiss.jpg
4690,Yanmega-Yanmega,Bug,Flying,Ogre Darner Pokémon,1.9,51.5,Speed Boost,30,180,Medium Fast,50% male,50% female,86,76,86,116,56,95,515,https://img.pokemondb.net/artwork/large/yanmega.jpg
4700,Leafeon-Leafeon,Grass,-,Verdant Pokémon,1.0,25.5,Leaf Guard,45,184,Medium Fast,87.5% male,12.5% female,65,110,130,60,65,95,525,https://img.pokemondb.net/artwork/large/leafeon.jpg
4710,Glaceon-Glaceon,Ice,-,Fresh Snow Pokémon,0.8,25.9,Snow Cloak,45,184,Medium Fast,87.5% male,12.5% female,65,60,110,130,95,65,525,https://img.pokemondb.net/artwork/large/glaceon.jpg
4720,Gliscor-Gliscor,Ground,Flying,Fang Scorp Pokémon,2.0,42.5,Hyper Cutter,30,179,Medium Slow,50% male,50% female,75,95,125,45,75,95,510,https://img.pokemondb.net/artwork/large/gliscor.jpg
4730,Mamoswine-Mamoswine,Ice,Ground,Twin Tusk Pokémon,2.5,291.0,Oblivious,50,239,Slow,50% male,50% female,110,130,80,70,60,80,530,https://img.pokemondb.net/artwork/large/mamoswine.jpg
4740,Porygon-Z-Porygon-Z,Normal,-,Virtual Pokémon,0.9,34.0,Adaptability,30,241,Medium Fast,Genderless,Genderless,85,80,70,135,75,90,535,https://img.pokemondb.net/artwork/large/porygon-z.jpg
4750,Gallade-Gallade,Psychic,Fighting,Blade Pokémon,1.6,52.0,Steadfast,45,233,Slow,100% male,0% female,68,125,65,65,115,80,518,https://img.pokemondb.net/artwork/large/gallade.jpg
4751,Gallade-Mega Gallade,Psychic,Fighting,Blade Pokémon,1.6,56.4,Inner Focus,45,278,Slow,100% male,0% female,68,165,95,65,115,110,618,https://img.pokemondb.net/artwork/large/gallade-mega.jpg
4760,Probopass-Probopass,Rock,Steel,Compass Pokémon,1.4,340.0,Sturdy,60,184,Medium Fast,50% male,50% female,60,55,145,75,150,40,525,https://img.pokemondb.net/artwork/large/probopass.jpg
4770,Dusknoir-Dusknoir,Ghost,-,Gripper Pokémon,2.2,106.6,Pressure,45,236,Fast,50% male,50% female,45,100,135,65,135,45,525,https://img.pokemondb.net/artwork/large/dusknoir.jpg
4780,Froslass-Froslass,Ice,Ghost,Snow Land Pokémon,1.3,26.6,Snow Cloak,75,168,Medium Fast,0% male,100% female,70,80,70,80,70,110,480,https://img.pokemondb.net/artwork/large/froslass.jpg
4790,Rotom-Rotom,Electric,Ghost,Plasma Pokémon,0.3,0.3,Levitate,45,154,Medium Fast,Genderless,Genderless,50,50,77,95,77,91,440,https://img.pokemondb.net/artwork/large/rotom.jpg
4791,Rotom-Heat Rotom,Electric,Ghost,Plasma Pokémon,0.3,0.3,Levitate,45,182,Medium Fast,Genderless,Genderless,50,65,107,105,107,86,520,https://img.pokemondb.net/artwork/large/rotom-heat.jpg
4792,Rotom-Wash Rotom,Electric,Ghost,Plasma Pokémon,0.3,0.3,Levitate,45,182,Medium Fast,Genderless,Genderless,50,65,107,105,107,86,520,https://img.pokemondb.net/artwork/large/rotom-wash.jpg
4793,Rotom-Frost Rotom,Electric,Ghost,Plasma Pokémon,0.3,0.3,Levitate,45,182,Medium Fast,Genderless,Genderless,50,65,107,105,107,86,520,https://img.pokemondb.net/artwork/large/rotom-frost.jpg
4794,Rotom-Fan Rotom,Electric,Ghost,Plasma Pokémon,0.3,0.3,Levitate,45,182,Medium Fast,Genderless,Genderless,50,65,107,105,107,86,520,https://img.pokemondb.net/artwork/large/rotom-fan.jpg
4795,Rotom-Mow Rotom,Electric,Ghost,Plasma Pokémon,0.3,0.3,Levitate,45,182,Medium Fast,Genderless,Genderless,50,65,107,105,107,86,520,https://img.pokemondb.net/artwork/large/rotom-mow.jpg
4800,Uxie-Uxie,Psychic,-,Knowledge Pokémon,0.3,0.3,Levitate,3,261,Slow,Genderless,Genderless,75,75,130,75,130,95,580,https://img.pokemondb.net/artwork/large/uxie.jpg
4810,Mesprit-Mesprit,Psychic,-,Emotion Pokémon,0.3,0.3,Levitate,3,261,Slow,Genderless,Genderless,80,105,105,105,105,80,580,https://img.pokemondb.net/artwork/large/mesprit.jpg
4820,Azelf-Azelf,Psychic,-,Willpower Pokémon,0.3,0.3,Levitate,3,261,Slow,Genderless,Genderless,75,125,70,125,70,115,580,https://img.pokemondb.net/artwork/large/azelf.jpg
4830,Dialga-Dialga,Steel,Dragon,Temporal Pokémon,5.4,683.0,Pressure,3,306,Slow,Genderless,Genderless,100,120,120,150,100,90,680,https://img.pokemondb.net/artwork/large/dialga.jpg
4831,Dialga-Origin Forme,Steel,Dragon,Temporal Pokémon,7.0,850.0,Pressure,—,—,—,—,—,100,100,120,150,120,90,680,https://img.pokemondb.net/artwork/large/dialga-origin.jpg
4840,Palkia-Palkia,Water,Dragon,Spatial Pokémon,4.2,336.0,Pressure,3,306,Slow,Genderless,Genderless,90,120,100,150,120,100,680,https://img.pokemondb.net/artwork/large/palkia.jpg
4841,Palkia-Origin Forme,Water,Dragon,Spatial Pokémon,6.3,660.0,Pressure,—,—,—,—,—,90,100,100,150,120,120,680,https://img.pokemondb.net/artwork/large/palkia-origin.jpg
4850,Heatran-Heatran,Fire,Steel,Lava Dome Pokémon,1.7,430.0,Flash Fire,3,270,Slow,50% male,50% female,91,90,106,130,106,77,600,https://img.pokemondb.net/artwork/large/heatran.jpg
4860,Regigigas-Regigigas,Normal,-,Colossal Pokémon,3.7,420.0,Slow Start,3,302,Slow,Genderless,Genderless,110,160,110,80,110,100,670,https://img.pokemondb.net/artwork/large/regigigas.jpg
4870,Giratina-Altered Forme,Ghost,Dragon,Renegade Pokémon,4.5,750.0,Pressure,3,306,Slow,Genderless,Genderless,150,100,120,100,120,90,680,https://img.pokemondb.net/artwork/large/giratina-altered.jpg
4871,Giratina-Origin Forme,Ghost,Dragon,Renegade Pokémon,6.9,650.0,Levitate,3,306,Slow,Genderless,Genderless,150,120,100,120,100,90,680,https://img.pokemondb.net/artwork/large/giratina-origin.jpg
4880,Cresselia-Cresselia,Psychic,-,Lunar Pokémon,1.5,85.6,Levitate,3,270,Slow,0% male,100% female,120,70,120,75,130,85,600,https://img.pokemondb.net/artwork/large/cresselia.jpg
4890,Phione-Phione,Water,-,Sea Drifter Pokémon,0.4,3.1,Hydration,30,216,Slow,Genderless,Genderless,80,80,80,80,80,80,480,https://img.pokemondb.net/artwork/large/phione.jpg
4900,Manaphy-Manaphy,Water,-,Seafaring Pokémon,0.3,1.4,Hydration,3,270,Slow,Genderless,Genderless,100,100,100,100,100,100,600,https://img.pokemondb.net/artwork/large/manaphy.jpg
4910,Darkrai-Darkrai,Dark,-,Pitch-Black Pokémon,1.5,50.5,Bad Dreams,3,270,Slow,Genderless,Genderless,70,90,90,135,90,125,600,https://img.pokemondb.net/artwork/large/darkrai.jpg
4920,Shaymin-Land Forme,Grass,-,Gratitude Pokémon,0.2,2.1,Natural Cure,45,270,Medium Slow,Genderless,Genderless,100,100,100,100,100,100,600,https://img.pokemondb.net/artwork/large/shaymin-land.jpg
4921,Shaymin-Sky Forme,Grass,-,Gratitude Pokémon,0.4,5.2,Serene Grace,45,270,Medium Slow,Genderless,Genderless,100,103,75,120,75,127,600,https://img.pokemondb.net/artwork/large/shaymin-sky.jpg
4930,Arceus-Arceus,Normal,-,Alpha Pokémon,3.2,320.0,Multitype,3,324,Slow,Genderless,Genderless,120,120,120,120,120,120,720,https://img.pokemondb.net/artwork/large/arceus.jpg
4940,Victini-Victini,Psychic,Fire,Victory Pokémon,0.4,4.0,Victory Star,3,270,Slow,Genderless,Genderless,100,100,100,100,100,100,600,https://img.pokemondb.net/artwork/large/victini.jpg
4950,Snivy-Snivy,Grass,-,Grass Snake Pokémon,0.6,8.1,Overgrow,45,62,Medium Slow,87.5% male,12.5% female,45,45,55,45,55,63,308,https://img.pokemondb.net/artwork/large/snivy.jpg
4960,Servine-Servine,Grass,-,Grass Snake Pokémon,0.8,16.0,Overgrow,45,145,Medium Slow,87.5% male,12.5% female,60,60,75,60,75,83,413,https://img.pokemondb.net/artwork/large/servine.jpg
4970,Serperior-Serperior,Grass,-,Regal Pokémon,3.3,63.0,Overgrow,45,238,Medium Slow,87.5% male,12.5% female,75,75,95,75,95,113,528,https://img.pokemondb.net/artwork/large/serperior.jpg
4980,Tepig-Tepig,Fire,-,Fire Pig Pokémon,0.5,9.9,Blaze,45,62,Medium Slow,87.5% male,12.5% female,65,63,45,45,45,45,308,https://img.pokemondb.net/artwork/large/tepig.jpg
4990,Pignite-Pignite,Fire,Fighting,Fire Pig Pokémon,1.0,55.5,Blaze,45,146,Medium Slow,87.5% male,12.5% female,90,93,55,70,55,55,418,https://img.pokemondb.net/artwork/large/pignite.jpg
5000,Emboar-Emboar,Fire,Fighting,Mega Fire Pig Pokémon,1.6,150.0,Blaze,45,238,Medium Slow,87.5% male,12.5% female,110,123,65,100,65,65,528,https://img.pokemondb.net/artwork/large/emboar.jpg
5010,Oshawott-Oshawott,Water,-,Sea Otter Pokémon,0.5,5.9,Torrent,45,62,Medium Slow,87.5% male,12.5% female,55,55,45,63,45,45,308,https://img.pokemondb.net/artwork/large/oshawott.jpg
5020,Dewott-Dewott,Water,-,Discipline Pokémon,0.8,24.5,Torrent,45,145,Medium Slow,87.5% male,12.5% female,75,75,60,83,60,60,413,https://img.pokemondb.net/artwork/large/dewott.jpg
5030,Samurott-Samurott,Water,-,Formidable Pokémon,1.5,94.6,Torrent,45,238,Medium Slow,87.5% male,12.5% female,95,100,85,108,70,70,528,https://img.pokemondb.net/artwork/large/samurott.jpg
5031,Samurott-Hisuian Samurott,Water,-,Formidable Pokémon,1.5,58.2,Torrent,—,—,—,—,—,90,108,80,100,65,85,528,https://img.pokemondb.net/artwork/large/samurott-hisuian.jpg
5040,Patrat-Patrat,Normal,-,Scout Pokémon,0.5,11.6,Run Away,255,51,Medium Fast,50% male,50% female,45,55,39,35,39,42,255,https://img.pokemondb.net/artwork/large/patrat.jpg
5050,Watchog-Watchog,Normal,-,Lookout Pokémon,1.1,27.0,Illuminate,255,147,Medium Fast,50% male,50% female,60,85,69,60,69,77,420,https://img.pokemondb.net/artwork/large/watchog.jpg
5060,Lillipup-Lillipup,Normal,-,Puppy Pokémon,0.4,4.1,Vital Spirit,255,55,Medium Slow,50% male,50% female,45,60,45,25,45,55,275,https://img.pokemondb.net/artwork/large/lillipup.jpg
5070,Herdier-Herdier,Normal,-,Loyal Dog Pokémon,0.9,14.7,Intimidate,120,130,Medium Slow,50% male,50% female,65,80,65,35,65,60,370,https://img.pokemondb.net/artwork/large/herdier.jpg
5080,Stoutland-Stoutland,Normal,-,Big-Hearted Pokémon,1.2,61.0,Intimidate,45,225,Medium Slow,50% male,50% female,85,110,90,45,90,80,500,https://img.pokemondb.net/artwork/large/stoutland.jpg
5090,Purrloin-Purrloin,Dark,-,Devious Pokémon,0.4,10.1,Limber,255,56,Medium Fast,50% male,50% female,41,50,37,50,37,66,281,https://img.pokemondb.net/artwork/large/purrloin.jpg
5100,Liepard-Liepard,Dark,-,Cruel Pokémon,1.1,37.5,Limber,90,156,Medium Fast,50% male,50% female,64,88,50,88,50,106,446,https://img.pokemondb.net/artwork/large/liepard.jpg
5110,Pansage-Pansage,Grass,-,Grass Monkey Pokémon,0.6,10.5,Gluttony,190,63,Medium Fast,87.5% male,12.5% female,50,53,48,53,48,64,316,https://img.pokemondb.net/artwork/large/pansage.jpg
5120,Simisage-Simisage,Grass,-,Thorn Monkey Pokémon,1.1,30.5,Gluttony,75,174,Medium Fast,87.5% male,12.5% female,75,98,63,98,63,101,498,https://img.pokemondb.net/artwork/large/simisage.jpg
5130,Pansear-Pansear,Fire,-,High Temp Pokémon,0.6,11.0,Gluttony,190,63,Medium Fast,87.5% male,12.5% female,50,53,48,53,48,64,316,https://img.pokemondb.net/artwork/large/pansear.jpg
5140,Simisear-Simisear,Fire,-,Ember Pokémon,1.0,28.0,Gluttony,75,174,Medium Fast,87.5% male,12.5% female,75,98,63,98,63,101,498,https://img.pokemondb.net/artwork/large/simisear.jpg
5150,Panpour-Panpour,Water,-,Spray Pokémon,0.6,13.5,Gluttony,190,63,Medium Fast,87.5% male,12.5% female,50,53,48,53,48,64,316,https://img.pokemondb.net/artwork/large/panpour.jpg
5160,Simipour-Simipour,Water,-,Geyser Pokémon,1.0,29.0,Gluttony,75,174,Medium Fast,87.5% male,12.5% female,75,98,63,98,63,101,498,https://img.pokemondb.net/artwork/large/simipour.jpg
5170,Munna-Munna,Psychic,-,Dream Eater Pokémon,0.6,23.3,Forewarn,190,58,Fast,50% male,50% female,76,25,45,67,55,24,292,https://img.pokemondb.net/artwork/large/munna.jpg
5180,Musharna-Musharna,Psychic,-,Drowsing Pokémon,1.1,60.5,Forewarn,75,170,Fast,50% male,50% female,116,55,85,107,95,29,487,https://img.pokemondb.net/artwork/large/musharna.jpg
5190,Pidove-Pidove,Normal,Flying,Tiny Pigeon Pokémon,0.3,2.1,Big Pecks,255,53,Medium Slow,50% male,50% female,50,55,50,36,30,43,264,https://img.pokemondb.net/artwork/large/pidove.jpg
5200,Tranquill-Tranquill,Normal,Flying,Wild Pigeon Pokémon,0.6,15.0,Big Pecks,120,125,Medium Slow,50% male,50% female,62,77,62,50,42,65,358,https://img.pokemondb.net/artwork/large/tranquill.jpg
5210,Unfezant-Unfezant,Normal,Flying,Proud Pokémon,1.2,29.0,Big Pecks,45,220,Medium Slow,50% male,50% female,80,115,80,65,55,93,488,https://img.pokemondb.net/artwork/large/unfezant.jpg
5220,Blitzle-Blitzle,Electric,-,Electrified Pokémon,0.8,29.8,Lightning Rod,190,59,Medium Fast,50% male,50% female,45,60,32,50,32,76,295,https://img.pokemondb.net/artwork/large/blitzle.jpg
5230,Zebstrika-Zebstrika,Electric,-,Thunderbolt Pokémon,1.6,79.5,Lightning Rod,75,174,Medium Fast,50% male,50% female,75,100,63,80,63,116,497,https://img.pokemondb.net/artwork/large/zebstrika.jpg
5240,Roggenrola-Roggenrola,Rock,-,Mantle Pokémon,0.4,18.0,Sturdy,255,56,Medium Slow,50% male,50% female,55,75,85,25,25,15,280,https://img.pokemondb.net/artwork/large/roggenrola.jpg
5250,Boldore-Boldore,Rock,-,Ore Pokémon,0.9,102.0,Sturdy,120,137,Medium Slow,50% male,50% female,70,105,105,50,40,20,390,https://img.pokemondb.net/artwork/large/boldore.jpg
5260,Gigalith-Gigalith,Rock,-,Compressed Pokémon,1.7,260.0,Sturdy,45,232,Medium Slow,50% male,50% female,85,135,130,60,80,25,515,https://img.pokemondb.net/artwork/large/gigalith.jpg
5270,Woobat-Woobat,Psychic,Flying,Bat Pokémon,0.4,2.1,Unaware,190,65,Medium Fast,50% male,50% female,65,45,43,55,43,72,323,https://img.pokemondb.net/artwork/large/woobat.jpg
5280,Swoobat-Swoobat,Psychic,Flying,Courting Pokémon,0.9,10.5,Unaware,45,149,Medium Fast,50% male,50% female,67,57,55,77,55,114,425,https://img.pokemondb.net/artwork/large/swoobat.jpg
5290,Drilbur-Drilbur,Ground,-,Mole Pokémon,0.3,8.5,Sand Rush,120,66,Medium Fast,50% male,50% female,60,85,40,30,45,68,328,https://img.pokemondb.net/artwork/large/drilbur.jpg
5300,Excadrill-Excadrill,Ground,Steel,Subterrene Pokémon,0.7,40.4,Sand Rush,60,178,Medium Fast,50% male,50% female,110,135,60,50,65,88,508,https://img.pokemondb.net/artwork/large/excadrill.jpg
5310,Audino-Audino,Normal,-,Hearing Pokémon,1.1,31.0,Healer,255,390,Fast,50% male,50% female,103,60,86,60,86,50,445,https://img.pokemondb.net/artwork/large/audino.jpg
5311,Audino-Mega Audino,Normal,-,Hearing Pokémon,1.5,32.0,Healer,255,425,Fast,50% male,50% female,103,60,126,80,126,50,545,https://img.pokemondb.net/artwork/large/audino-mega.jpg
5320,Timburr-Timburr,Fighting,-,Muscular Pokémon,0.6,12.5,Guts,180,61,Medium Slow,75% male,25% female,75,80,55,25,35,35,305,https://img.pokemondb.net/artwork/large/timburr.jpg
5330,Gurdurr-Gurdurr,Fighting,-,Muscular Pokémon,1.2,40.0,Guts,90,142,Medium Slow,75% male,25% female,85,105,85,40,50,40,405,https://img.pokemondb.net/artwork/large/gurdurr.jpg
5340,Conkeldurr-Conkeldurr,Fighting,-,Muscular Pokémon,1.4,87.0,Guts,45,227,Medium Slow,75% male,25% female,105,140,95,55,65,45,505,https://img.pokemondb.net/artwork/large/conkeldurr.jpg
5350,Tympole-Tympole,Water,-,Tadpole Pokémon,0.5,4.5,Swift Swim,255,59,Medium Slow,50% male,50% female,50,50,40,50,40,64,294,https://img.pokemondb.net/artwork/large/tympole.jpg
5360,Palpitoad-Palpitoad,Water,Ground,Vibration Pokémon,0.8,17.0,Swift Swim,120,134,Medium Slow,50% male,50% female,75,65,55,65,55,69,384,https://img.pokemondb.net/artwork/large/palpitoad.jpg
5370,Seismitoad-Seismitoad,Water,Ground,Vibration Pokémon,1.5,62.0,Swift Swim,45,229,Medium Slow,50% male,50% female,105,95,75,85,75,74,509,https://img.pokemondb.net/artwork/large/seismitoad.jpg
5380,Throh-Throh,Fighting,-,Judo Pokémon,1.3,55.5,Guts,45,163,Medium Fast,100% male,0% female,120,100,85,30,85,45,465,https://img.pokemondb.net/artwork/large/throh.jpg
5390,Sawk-Sawk,Fighting,-,Karate Pokémon,1.4,51.0,Sturdy,45,163,Medium Fast,100% male,0% female,75,125,75,30,75,85,465,https://img.pokemondb.net/artwork/large/sawk.jpg
5400,Sewaddle-Sewaddle,Bug,Grass,Sewing Pokémon,0.3,2.5,Swarm,255,62,Medium Slow,50% male,50% female,45,53,70,40,60,42,310,https://img.pokemondb.net/artwork/large/sewaddle.jpg
5410,Swadloon-Swadloon,Bug,Grass,Leaf-Wrapped Pokémon,0.5,7.3,Leaf Guard,120,133,Medium Slow,50% male,50% female,55,63,90,50,80,42,380,https://img.pokemondb.net/artwork/large/swadloon.jpg
5420,Leavanny-Leavanny,Bug,Grass,Nurturing Pokémon,1.2,20.5,Swarm,45,225,Medium Slow,50% male,50% female,75,103,80,70,80,92,500,https://img.pokemondb.net/artwork/large/leavanny.jpg
5430,Venipede-Venipede,Bug,Poison,Centipede Pokémon,0.4,5.3,Poison Point,255,52,Medium Slow,50% male,50% female,30,45,59,30,39,57,260,https://img.pokemondb.net/artwork/large/venipede.jpg
5440,Whirlipede-Whirlipede,Bug,Poison,Curlipede Pokémon,1.2,58.5,Poison Point,120,126,Medium Slow,50% male,50% female,40,55,99,40,79,47,360,https://img.pokemondb.net/artwork/large/whirlipede.jpg
5450,Scolipede-Scolipede,Bug,Poison,Megapede Pokémon,2.5,200.5,Poison Point,45,218,Medium Slow,50% male,50% female,60,100,89,55,69,112,485,https://img.pokemondb.net/artwork/large/scolipede.jpg
5460,Cottonee-Cottonee,Grass,Fairy,Cotton Puff Pokémon,0.3,0.6,Prankster,190,56,Medium Fast,50% male,50% female,40,27,60,37,50,66,280,https://img.pokemondb.net/artwork/large/cottonee.jpg
5470,Whimsicott-Whimsicott,Grass,Fairy,Windveiled Pokémon,0.7,6.6,Prankster,75,168,Medium Fast,50% male,50% female,60,67,85,77,75,116,480,https://img.pokemondb.net/artwork/large/whimsicott.jpg
5480,Petilil-Petilil,Grass,-,Bulb Pokémon,0.5,6.6,Chlorophyll,190,56,Medium Fast,0% male,100% female,45,35,50,70,50,30,280,https://img.pokemondb.net/artwork/large/petilil.jpg
5490,Lilligant-Lilligant,Grass,-,Flowering Pokémon,1.1,16.3,Chlorophyll,75,168,Medium Fast,0% male,100% female,70,60,75,110,75,90,480,https://img.pokemondb.net/artwork/large/lilligant.jpg
5491,Lilligant-Hisuian Lilligant,Grass,-,Spinning Pokémon,1.2,19.2,Chlorophyll,—,—,—,—,—,70,105,75,50,75,105,480,https://img.pokemondb.net/artwork/large/lilligant-hisuian.jpg
5500,Basculin-Red-Striped Form,Water,-,Hostile Pokémon,1.0,18.0,Reckless,25,161,Medium Fast,50% male,50% female,70,92,65,80,55,98,460,https://img.pokemondb.net/artwork/large/basculin-red-striped.jpg
5501,Basculin-Blue-Striped Form,Water,-,Hostile Pokémon,1.0,18.0,Rock Head,25,161,Medium Fast,50% male,50% female,70,92,65,80,55,98,460,https://img.pokemondb.net/artwork/large/basculin-blue-striped.jpg
5502,Basculin-White-Striped Form,Water,-,Mellow Pokémon,1.0,18.0,Rattled,—,—,—,—,—,70,92,65,80,55,98,460,https://img.pokemondb.net/artwork/large/basculin-white-striped.jpg
5510,Sandile-Sandile,Ground,Dark,Desert Croc Pokémon,0.7,15.2,Intimidate,180,58,Medium Slow,50% male,50% female,50,72,35,35,35,65,292,https://img.pokemondb.net/artwork/large/sandile.jpg
5520,Krokorok-Krokorok,Ground,Dark,Desert Croc Pokémon,1.0,33.4,Intimidate,90,123,Medium Slow,50% male,50% female,60,82,45,45,45,74,351,https://img.pokemondb.net/artwork/large/krokorok.jpg
5530,Krookodile-Krookodile,Ground,Dark,Intimidation Pokémon,1.5,96.3,Intimidate,45,234,Medium Slow,50% male,50% female,95,117,80,65,70,92,519,https://img.pokemondb.net/artwork/large/krookodile.jpg
5540,Darumaka-Darumaka,Fire,-,Zen Charm Pokémon,0.6,37.5,Hustle,120,63,Medium Slow,50% male,50% female,70,90,45,15,45,50,315,https://img.pokemondb.net/artwork/large/darumaka.jpg
5541,Darumaka-Galarian Darumaka,Fire,-,Zen Charm Pokémon,0.7,40.0,Hustle,120,63,Medium Slow,50% male,50% female,70,90,45,15,45,50,315,https://img.pokemondb.net/artwork/large/darumaka-galarian.jpg
