id,name-form,type_1,type_2,data_species,img
3830,Groudon-Groudon,Ground,-,Continent Pokémon,https://img.pokemondb.net/artwork/large/groudon.jpg
3831,Groudon-Primal Groudon,Ground,-,Continent Pokémon,https://img.pokemondb.net/artwork/large/groudon-primal.jpg
3840,Rayquaza-Rayquaza,Dragon,Flying,Sky High Pokémon,https://img.pokemondb.net/artwork/large/rayquaza.jpg
3841,Rayquaza-Mega Rayquaza,Dragon,Flying,Sky High Pokémon,https://img.pokemondb.net/artwork/large/rayquaza-mega.jpg
3850,Jirachi-Jirachi,Steel,Psychic,Wish Pokémon,https://img.pokemondb.net/artwork/large/jirachi.jpg
3860,Deoxys-Normal Forme,Psychic,-,DNA Pokémon,https://img.pokemondb.net/artwork/large/deoxys-normal.jpg
3861,Deoxys-Attack Forme,Psychic,-,DNA Pokémon,https://img.pokemondb.net/artwork/large/deoxys-attack.jpg
3862,Deoxys-Defense Forme,Psychic,-,DNA Pokémon,https://img.pokemondb.net/artwork/large/deoxys-defense.jpg
3863,Deoxys-Speed Forme,Psychic,-,DNA Pokémon,https://img.pokemondb.net/artwork/large/deoxys-speed.jpg
3870,Turtwig-Turtwig,Grass,-,Tiny Leaf Pokémon,https://img.pokemondb.net/artwork/large/turtwig.jpg
3880,Grotle-Grotle,Grass,-,Grove Pokémon,https://img.pokemondb.net/artwork/large/grotle.jpg
3890,Torterra-Torterra,Grass,Ground,Continent Pokémon,https://img.pokemondb.net/artwork/large/torterra.jpg
3900,Chimchar-Chimchar,Fire,-,Chimp Pokémon,https://img.pokemondb.net/artwork/large/chimchar.jpg
3910,Monferno-Monferno,Fire,Fighting,Playful Pokémon,https://img.pokemondb.net/artwork/large/monferno.jpg
3920,Infernape-Infernape,Fire,Fighting,Flame Pokémon,https://img.pokemondb.net/artwork/large/infernape.jpg
3930,Piplup-Piplup,Water,-,Penguin Pokémon,https://img.pokemondb.net/artwork/large/piplup.jpg
3940,Prinplup-Prinplup,Water,-,Penguin Pokémon,https://img.pokemondb.net/artwork/large/prinplup.jpg
3950,Empoleon-Empoleon,Water,Steel,Emperor Pokémon,https://img.pokemondb.net/artwork/large/empoleon.jpg
3960,Starly-Starly,Normal,Flying,Starling Pokémon,https://img.pokemondb.net/artwork/large/starly.jpg
3970,Staravia-Staravia,Normal,Flying,Starling Pokémon,https://img.pokemondb.net/artwork/large/staravia.jpg
3980,Staraptor-Staraptor,Normal,Flying,Predator Pokémon,https://img.pokemondb.net/artwork/large/staraptor.jpg
3990,Bidoof-Bidoof,Normal,-,Plump Mouse Pokémon,https://img.pokemondb.net/artwork/large/bidoof.jpg
4000,Bibarel-Bibarel,Normal,Water,Beaver Pokémon,https://img.pokemondb.net/artwork/large/bibarel.jpg
4010,Kricketot-Kricketot,Bug,-,Cricket Pokémon,https://img.pokemondb.net/artwork/large/kricketot.jpg
4020,Kricketune-Kricketune,Bug,-,Cricket Pokémon,https://img.pokemondb.net/artwork/large/kricketune.jpg
4030,Shinx-Shinx,Electric,-,Flash Pokémon,https://img.pokemondb.net/artwork/large/shinx.jpg
4040,Luxio-Luxio,Electric,-,Spark Pokémon,https://img.pokemondb.net/artwork/large/luxio.jpg
4050,Luxray-Luxray,Electric,-,Gleam Eyes Pokémon,https://img.pokemondb.net/artwork/large/luxray.jpg
4060,Budew-Budew,Grass,Poison,Bud Pokémon,https://img.pokemondb.net/artwork/large/budew.jpg
4070,Roserade-Roserade,Grass,Poison,Bouquet Pokémon,https://img.pokemondb.net/artwork/large/roserade.jpg
4080,Cranidos-Cranidos,Rock,-,Head Butt Pokémon,https://img.pokemondb.net/artwork/large/cranidos.jpg
4090,Rampardos-Rampardos,Rock,-,Head Butt Pokémon,https://img.pokemondb.net/artwork/large/rampardos.jpg
4100,Shieldon-Shieldon,Rock,Steel,Shield Pokémon,https://img.pokemondb.net/artwork/large/shieldon.jpg
4110,Bastiodon-Bastiodon,Rock,Steel,Shield Pokémon,https://img.pokemondb.net/artwork/large/bastiodon.jpg
4120,Burmy-Plant Cloak,Bug,-,Bagworm Pokémon,https://img.pokemondb.net/artwork/large/burmy-plant.jpg
4121,Burmy-Sandy Cloak,Bug,-,Bagworm Pokémon,https://img.pokemondb.net/artwork/large/burmy-sandy.jpg
4122,Burmy-Trash Cloak,Bug,-,Bagworm Pokémon,https://img.pokemondb.net/artwork/large/burmy-trash.jpg
4130,Wormadam-Plant Cloak,Bug,Grass,Bagworm Pokémon,https://img.pokemondb.net/artwork/large/wormadam-plant.jpg
4131,Wormadam-Sandy Cloak,Bug,Grass,Bagworm Pokémon,https://img.pokemondb.net/artwork/large/wormadam-sandy.jpg
4132,Wormadam-Trash Cloak,Bug,Grass,Bagworm Pokémon,https://img.pokemondb.net/artwork/large/wormadam-trash.jpg
4140,Mothim-Mothim,Bug,Flying,Moth Pokémon,https://img.pokemondb.net/artwork/large/mothim.jpg
4150,Combee-Combee,Bug,Flying,Tiny Bee Pokémon,https://img.pokemondb.net/artwork/large/combee.jpg
4160,Vespiquen-Vespiquen,Bug,Flying,Beehive Pokémon,https://img.pokemondb.net/artwork/large/vespiquen.jpg
4170,Pachirisu-Pachirisu,Electric,-,EleSquirrel Pokémon,https://img.pokemondb.net/artwork/large/pachirisu.jpg
4180,Buizel-Buizel,Water,-,Sea Weasel Pokémon,https://img.pokemondb.net/artwork/large/buizel.jpg
4190,Floatzel-Floatzel,Water,-,Sea Weasel Pokémon,https://img.pokemondb.net/artwork/large/floatzel.jpg
4200,Cherubi-Cherubi,Grass,-,Cherry Pokémon,https://img.pokemondb.net/artwork/large/cherubi.jpg
4210,Cherrim-Cherrim,Grass,-,Blossom Pokémon,https://img.pokemondb.net/artwork/large/cherrim.jpg
4220,Shellos-Shellos,Water,-,Sea Slug Pokémon,https://img.pokemondb.net/artwork/large/shellos.jpg
4230,Gastrodon-Gastrodon,Water,Ground,Sea Slug Pokémon,https://img.pokemondb.net/artwork/large/gastrodon.jpg
4240,Ambipom-Ambipom,Normal,-,Long Tail Pokémon,https://img.pokemondb.net/artwork/large/ambipom.jpg
4250,Drifloon-Drifloon,Ghost,Flying,Balloon Pokémon,https://img.pokemondb.net/artwork/large/drifloon.jpg
4260,Drifblim-Drifblim,Ghost,Flying,Blimp Pokémon,https://img.pokemondb.net/artwork/large/drifblim.jpg
4270,Buneary-Buneary,Normal,-,Rabbit Pokémon,https://img.pokemondb.net/artwork/large/buneary.jpg
4280,Lopunny-Lopunny,Normal,-,Rabbit Pokémon,https://img.pokemondb.net/artwork/large/lopunny.jpg
4281,Lopunny-Mega Lopunny,Normal,-,Rabbit Pokémon,https://img.pokemondb.net/artwork/large/lopunny-mega.jpg
4290,Mismagius-Mismagius,Ghost,-,Magical Pokémon,https://img.pokemondb.net/artwork/large/mismagius.jpg
4300,Honchkrow-Honchkrow,Dark,Flying,Big Boss Pokémon,https://img.pokemondb.net/artwork/large/honchkrow.jpg
4310,Glameow-Glameow,Normal,-,Catty Pokémon,https://img.pokemondb.net/artwork/large/glameow.jpg
4320,Purugly-Purugly,Normal,-,Tiger Cat Pokémon,https://img.pokemondb.net/artwork/large/purugly.jpg
4330,Chingling-Chingling,Psychic,-,Bell Pokémon,https://img.pokemondb.net/artwork/large/chingling.jpg
4340,Stunky-Stunky,Poison,Dark,Skunk Pokémon,https://img.pokemondb.net/artwork/large/stunky.jpg
4350,Skuntank-Skuntank,Poison,Dark,Skunk Pokémon,https://img.pokemondb.net/artwork/large/skuntank.jpg
4360,Bronzor-Bronzor,Steel,Psychic,Bronze Pokémon,https://img.pokemondb.net/artwork/large/bronzor.jpg
4370,Bronzong-Bronzong,Steel,Psychic,Bronze Bell Pokémon,https://img.pokemondb.net/artwork/large/bronzong.jpg
4380,Bonsly-Bonsly,Rock,-,Bonsai Pokémon,https://img.pokemondb.net/artwork/large/bonsly.jpg
4390,Mime Jr.-Mime Jr.,Psychic,Fairy,Mime Pokémon,https://img.pokemondb.net/artwork/large/mime-jr.jpg
4400,Happiny-Happiny,Normal,-,Playhouse Pokémon,https://img.pokemondb.net/artwork/large/happiny.jpg
4410,Chatot-Chatot,Normal,Flying,Music Note Pokémon,https://img.pokemondb.net/artwork/large/chatot.jpg
4420,Spiritomb-Spiritomb,Ghost,Dark,Forbidden Pokémon,https://img.pokemondb.net/artwork/large/spiritomb.jpg
4430,Gible-Gible,Dragon,Ground,Land Shark Pokémon,https://img.pokemondb.net/artwork/large/gible.jpg
4440,Gabite-Gabite,Dragon,Ground,Cave Pokémon,https://img.pokemondb.net/artwork/large/gabite.jpg
4450,Garchomp-Garchomp,Dragon,Ground,Mach Pokémon,https://img.pokemondb.net/artwork/large/garchomp.jpg
4451,Garchomp-Mega Garchomp,Dragon,Ground,Mach Pokémon,https://img.pokemondb.net/artwork/large/garchomp-mega.jpg
4460,Munchlax-Munchlax,Normal,-,Big Eater Pokémon,https://img.pokemondb.net/artwork/large/munchlax.jpg
4470,Riolu-Riolu,Fighting,-,Emanation Pokémon,https://img.pokemondb.net/artwork/large/riolu.jpg
4480,Lucario-Lucario,Fighting,Steel,Aura Pokémon,https://img.pokemondb.net/artwork/large/lucario.jpg
4481,Lucario-Mega Lucario,Fighting,Steel,Aura Pokémon,https://img.pokemondb.net/artwork/large/lucario-mega.jpg
4490,Hippopotas-Hippopotas,Ground,-,Hippo Pokémon,https://img.pokemondb.net/artwork/large/hippopotas.jpg
4500,Hippowdon-Hippowdon,Ground,-,Heavyweight Pokémon,https://img.pokemondb.net/artwork/large/hippowdon.jpg
4510,Skorupi-Skorupi,Poison,Bug,Scorpion Pokémon,https://img.pokemondb.net/artwork/large/skorupi.jpg
4520,Drapion-Drapion,Poison,Dark,Ogre Scorp Pokémon,https://img.pokemondb.net/artwork/large/drapion.jpg
4530,Croagunk-Croagunk,Poison,Fighting,Toxic Mouth Pokémon,https://img.pokemondb.net/artwork/large/croagunk.jpg
4540,Toxicroak-Toxicroak,Poison,Fighting,Toxic Mouth Pokémon,https://img.pokemondb.net/artwork/large/toxicroak.jpg
4550,Carnivine-Carnivine,Grass,-,Bug Catcher Pokémon,https://img.pokemondb.net/artwork/large/carnivine.jpg
4560,Finneon-Finneon,Water,-,Wing Fish Pokémon,https://img.pokemondb.net/artwork/large/finneon.jpg
4570,Lumineon-Lumineon,Water,-,Neon Pokémon,https://img.pokemondb.net/artwork/large/lumineon.jpg
4580,Mantyke-Mantyke,Water,Flying,Kite Pokémon,https://img.pokemondb.net/artwork/large/mantyke.jpg
4590,Snover-Snover,Grass,Ice,Frost Tree Pokémon,https://img.pokemondb.net/artwork/large/snover.jpg
4600,Abomasnow-Abomasnow,Grass,Ice,Frost Tree Pokémon,https://img.pokemondb.net/artwork/large/abomasnow.jpg
4601,Abomasnow-Mega Abomasnow,Grass,Ice,Frost Tree Pokémon,https://img.pokemondb.net/artwork/large/abomasnow-mega.jpg
4610,Weavile-Weavile,Dark,Ice,Sharp Claw Pokémon,https://img.pokemondb.net/artwork/large/weavile.jpg
4620,Magnezone-Magnezone,Electric,Steel,Magnet Area Pokémon,https://img.pokemondb.net/artwork/large/magnezone.jpg
4630,Lickilicky-Lickilicky,Normal,-,Licking Pokémon,https://img.pokemondb.net/artwork/large/lickilicky.jpg
4640,Rhyperior-Rhyperior,Ground,Rock,Drill Pokémon,https://img.pokemondb.net/artwork/large/rhyperior.jpg
4650,Tangrowth-Tangrowth,Grass,-,Vine Pokémon,https://img.pokemondb.net/artwork/large/tangrowth.jpg
4660,Electivire-Electivire,Electric,-,Thunderbolt Pokémon,https://img.pokemondb.net/artwork/large/electivire.jpg
4670,Magmortar-Magmortar,Fire,-,Blast Pokémon,https://img.pokemondb.net/artwork/large/magmortar.jpg
4680,Togekiss-Togekiss,Fairy,Flying,Jubilee Pokémon,https://img.pokemondb.net/artwork/large/togekiss.jpg
4690,Yanmega-Yanmega,Bug,Flying,Ogre Darner Pokémon,https://img.pokemondb.net/artwork/large/yanmega.jpg
4700,Leafeon-Leafeon,Grass,-,Verdant Pokémon,https://img.pokemondb.net/artwork/large/leafeon.jpg
4710,Glaceon-Glaceon,Ice,-,Fresh Snow Pokémon,https://img.pokemondb.net/artwork/large/glaceon.jpg
4720,Gliscor-Gliscor,Ground,Flying,Fang Scorp Pokémon,https://img.pokemondb.net/artwork/large/gliscor.jpg
4730,Mamoswine-Mamoswine,Ice,Ground,Twin Tusk Pokémon,https://img.pokemondb.net/artwork/large/mamoswine.jpg
4740,Porygon-Z-Porygon-Z,Normal,-,Virtual Pokémon,https://img.pokemondb.net/artwork/large/porygon-z.jpg
4750,Gallade-Gallade,Psychic,Fighting,Blade Pokémon,https://img.pokemondb.net/artwork/large/gallade.jpg
4751,Gallade-Mega Gallade,Psychic,Fighting,Blade Pokémon,https://img.pokemondb.net/artwork/large/gallade-mega.jpg
4760,Probopass-Probopass,Rock,Steel,Compass Pokémon,https://img.pokemondb.net/artwork/large/probopass.jpg
4770,Dusknoir-Dusknoir,Ghost,-,Gripper Pokémon,https://img.pokemondb.net/artwork/large/dusknoir.jpg
4780,Froslass-Froslass,Ice,Ghost,Snow Land Pokémon,https://img.pokemondb.net/artwork/large/froslass.jpg
4790,Rotom-Rotom,Electric,Ghost,Plasma Pokémon,https://img.pokemondb.net/artwork/large/rotom.jpg
4791,Rotom-Heat Rotom,Electric,Ghost,Plasma Pokémon,https://img.pokemondb.net/artwork/large/rotom-heat.jpg
4792,Rotom-Wash Rotom,Electric,Ghost,Plasma Pokémon,https://img.pokemondb.net/artwork/large/rotom-wash.jpg
4793,Rotom-Frost Rotom,Electric,Ghost,Plasma Pokémon,https://img.pokemondb.net/artwork/large/rotom-frost.jpg
4794,Rotom-Fan Rotom,Electric,Ghost,Plasma Pokémon,https://img.pokemondb.net/artwork/large/rotom-fan.jpg
4795,Rotom-Mow Rotom,Electric,Ghost,Plasma Pokémon,https://img.pokemondb.net/artwork/large/rotom-mow.jpg
4800,Uxie-Uxie,Psychic,-,Knowledge Pokémon,https://img.pokemondb.net/artwork/large/uxie.jpg
4810,Mesprit-Mesprit,Psychic,-,Emotion Pokémon,https://img.pokemondb.net/artwork/large/mesprit.jpg
4820,Azelf-Azelf,Psychic,-,Willpower Pokémon,https://img.pokemondb.net/artwork/large/azelf.jpg
4830,Dialga-Dialga,Steel,Dragon,Temporal Pokémon,https://img.pokemondb.net/artwork/large/dialga.jpg
4831,Dialga-Origin Forme,Steel,Dragon,Temporal Pokémon,https://img.pokemondb.net/artwork/large/dialga-origin.jpg
4840,Palkia-Palkia,Water,Dragon,Spatial Pokémon,https://img.pokemondb.net/artwork/large/palkia.jpg
4841,Palkia-Origin Forme,Water,Dragon,Spatial Pokémon,https://img.pokemondb.net/artwork/large/palkia-origin.jpg
4850,Heatran-Heatran,Fire,Steel,Lava Dome Pokémon,https://img.pokemondb.net/artwork/large/heatran.jpg
4860,Regigigas-Regigigas,Normal,-,Colossal Pokémon,https://img.pokemondb.net/artwork/large/regigigas.jpg
4870,Giratina-Altered Forme,Ghost,Dragon,Renegade Pokémon,https://img.pokemondb.net/artwork/large/giratina-altered.jpg
4871,Giratina-Origin Forme,Ghost,Dragon,Renegade Pokémon,https://img.pokemondb.net/artwork/large/giratina-origin.jpg
4880,Cresselia-Cresselia,Psychic,-,Lunar Pokémon,https://img.pokemondb.net/artwork/large/cresselia.jpg
4890,Phione-Phione,Water,-,Sea Drifter Pokémon,https://img.pokemondb.net/artwork/large/phione.jpg
4900,Manaphy-Manaphy,Water,-,Seafaring Pokémon,https://img.pokemondb.net/artwork/large/manaphy.jpg
4910,Darkrai-Darkrai,Dark,-,Pitch-Black Pokémon,https://img.pokemondb.net/artwork/large/darkrai.jpg
4920,Shaymin-Land Forme,Grass,-,Gratitude Pokémon,https://img.pokemondb.net/artwork/large/shaymin-land.jpg
4921,Shaymin-Sky Forme,Grass,-,Gratitude Pokémon,https://img.pokemondb.net/artwork/large/shaymin-sky.jpg
4930,Arceus-Arceus,Normal,-,Alpha Pokémon,https://img.pokemondb.net/artwork/large/arceus.jpg
4940,Victini-Victini,Psychic,Fire,Victory Pokémon,https://img.pokemondb.net/artwork/large/victini.jpg
4950,Snivy-Snivy,Grass,-,Grass Snake Pokémon,https://img.pokemondb.net/artwork/large/snivy.jpg
4960,Servine-Servine,Grass,-,Grass Snake Pokémon,https://img.pokemondb.net/artwork/large/servine.jpg
4970,Serperior-Serperior,Grass,-,Regal Pokémon,https://img.pokemondb.net/artwork/large/serperior.jpg
4980,Tepig-Tepig,Fire,-,Fire Pig Pokémon,https://img.pokemondb.net/artwork/large/tepig.jpg
4990,Pignite-Pignite,Fire,Fighting,Fire Pig Pokémon,https://img.pokemondb.net/artwork/large/pignite.jpg
5000,Emboar-Emboar,Fire,Fighting,Mega Fire Pig Pokémon,https://img.pokemondb.net/artwork/large/emboar.jpg
5010,Oshawott-Oshawott,Water,-,Sea Otter Pokémon,https://img.pokemondb.net/artwork/large/oshawott.jpg
5020,Dewott-Dewott,Water,-,Discipline Pokémon,https://img.pokemondb.net/artwork/large/dewott.jpg
5030,Samurott-Samurott,Water,-,Formidable Pokémon,https://img.pokemondb.net/artwork/large/samurott.jpg
5031,Samurott-Hisuian Samurott,Water,-,Formidable Pokémon,https://img.pokemondb.net/artwork/large/samurott-hisuian.jpg
5040,Patrat-Patrat,Normal,-,Scout Pokémon,https://img.pokemondb.net/artwork/large/patrat.jpg
5050,Watchog-Watchog,Normal,-,Lookout Pokémon,https://img.pokemondb.net/artwork/large/watchog.jpg
5060,Lillipup-Lillipup,Normal,-,Puppy Pokémon,https://img.pokemondb.net/artwork/large/lillipup.jpg
5070,Herdier-Herdier,Normal,-,Loyal Dog Pokémon,https://img.pokemondb.net/artwork/large/herdier.jpg
5080,Stoutland-Stoutland,Normal,-,Big-Hearted Pokémon,https://img.pokemondb.net/artwork/large/stoutland.jpg
5090,Purrloin-Purrloin,Dark,-,Devious Pokémon,https://img.pokemondb.net/artwork/large/purrloin.jpg
5100,Liepard-Liepard,Dark,-,Cruel Pokémon,https://img.pokemondb.net/artwork/large/liepard.jpg
5110,Pansage-Pansage,Grass,-,Grass Monkey Pokémon,https://img.pokemondb.net/artwork/large/pansage.jpg
5120,Simisage-Simisage,Grass,-,Thorn Monkey Pokémon,https://img.pokemondb.net/artwork/large/simisage.jpg
5130,Pansear-Pansear,Fire,-,High Temp Pokémon,https://img.pokemondb.net/artwork/large/pansear.jpg
5140,Simisear-Simisear,Fire,-,Ember Pokémon,https://img.pokemondb.net/artwork/large/simisear.jpg
5150,Panpour-Panpour,Water,-,Spray Pokémon,https://img.pokemondb.net/artwork/large/panpour.jpg
5160,Simipour-Simipour,Water,-,Geyser Pokémon,https://img.pokemondb.net/artwork/large/simipour.jpg
5170,Munna-Munna,Psychic,-,Dream Eater Pokémon,https://img.pokemondb.net/artwork/large/munna.jpg
5180,Musharna-Musharna,Psychic,-,Drowsing Pokémon,https://img.pokemondb.net/artwork/large/musharna.jpg
5190,Pidove-Pidove,Normal,Flying,Tiny Pigeon Pokémon,https://img.pokemondb.net/artwork/large/pidove.jpg
5200,Tranquill-Tranquill,Normal,Flying,Wild Pigeon Pokémon,https://img.pokemondb.net/artwork/large/tranquill.jpg
5210,Unfezant-Unfezant,Normal,Flying,Proud Pokémon,https://img.pokemondb.net/artwork/large/unfezant.jpg
5220,Blitzle-Blitzle,Electric,-,Electrified Pokémon,https://img.pokemondb.net/artwork/large/blitzle.jpg
5230,Zebstrika-Zebstrika,Electric,-,Thunderbolt Pokémon,https://img.pokemondb.net/artwork/large/zebstrika.jpg
5240,Roggenrola-Roggenrola,Rock,-,Mantle Pokémon,https://img.pokemondb.net/artwork/large/roggenrola.jpg
5250,Boldore-Boldore,Rock,-,Ore Pokémon,https://img.pokemondb.net/artwork/large/boldore.jpg
5260,Gigalith-Gigalith,Rock,-,Compressed Pokémon,https://img.pokemondb.net/artwork/large/gigalith.jpg
5270,Woobat-Woobat,Psychic,Flying,Bat Pokémon,https://img.pokemondb.net/artwork/large/woobat.jpg
5280,Swoobat-Swoobat,Psychic,Flying,Courting Pokémon,https://img.pokemondb.net/artwork/large/swoobat.jpg
5290,Drilbur-Drilbur,Ground,-,Mole Pokémon,https://img.pokemondb.net/artwork/large/drilbur.jpg
5300,Excadrill-Excadrill,Ground,Steel,Subterrene Pokémon,https://img.pokemondb.net/artwork/large/excadrill.jpg
5310,Audino-Audino,Normal,-,Hearing Pokémon,https://img.pokemondb.net/artwork/large/audino.jpg
5311,Audino-Mega Audino,Normal,-,Hearing Pokémon,https://img.pokemondb.net/artwork/large/audino-mega.jpg
5320,Timburr-Timburr,Fighting,-,Muscular Pokémon,https://img.pokemondb.net/artwork/large/timburr.jpg
5330,Gurdurr-Gurdurr,Fighting,-,Muscular Pokémon,https://img.pokemondb.net/artwork/large/gurdurr.jpg
5340,Conkeldurr-Conkeldurr,Fighting,-,Muscular Pokémon,https://img.pokemondb.net/artwork/large/conkeldurr.jpg
5350,Tympole-Tympole,Water,-,Tadpole Pokémon,https://img.pokemondb.net/artwork/large/tympole.jpg
5360,Palpitoad-Palpitoad,Water,Ground,Vibration Pokémon,https://img.pokemondb.net/artwork/large/palpitoad.jpg
5370,Seismitoad-Seismitoad,Water,Ground,Vibration Pokémon,https://img.pokemondb.net/artwork/large/seismitoad.jpg
5380,Throh-Throh,Fighting,-,Judo Pokémon,https://img.pokemondb.net/artwork/large/throh.jpg
5390,Sawk-Sawk,Fighting,-,Karate Pokémon,https://img.pokemondb.net/artwork/large/sawk.jpg
5400,Sewaddle-Sewaddle,Bug,Grass,Sewing Pokémon,https://img.pokemondb.net/artwork/large/sewaddle.jpg
5410,Swadloon-Swadloon,Bug,Grass,Leaf-Wrapped Pokémon,https://img.pokemondb.net/artwork/large/swadloon.jpg
5420,Leavanny-Leavanny,Bug,Grass,Nurturing Pokémon,https://img.pokemondb.net/artwork/large/leavanny.jpg
5430,Venipede-Venipede,Bug,Poison,Centipede Pokémon,https://img.pokemondb.net/artwork/large/venipede.jpg
5440,Whirlipede-Whirlipede,Bug,Poison,Curlipede Pokémon,https://img.pokemondb.net/artwork/large/whirlipede.jpg
5450,Scolipede-Scolipede,Bug,Poison,Megapede Pokémon,https://img.pokemondb.net/artwork/large/scolipede.jpg
5460,Cottonee-Cottonee,Grass,Fairy,Cotton Puff Pokémon,https://img.pokemondb.net/artwork/large/cottonee.jpg
5470,Whimsicott-Whimsicott,Grass,Fairy,Windveiled Pokémon,https://img.pokemondb.net/artwork/large/whimsicott.jpg
5480,Petilil-Petilil,Grass,-,Bulb Pokémon,https://img.pokemondb.net/artwork/large/petilil.jpg
5490,Lilligant-Lilligant,Grass,-,Flowering Pokémon,https://img.pokemondb.net/artwork/large/lilligant.jpg
5491,Lilligant-Hisuian Lilligant,Grass,-,Spinning Pokémon,https://img.pokemondb.net/artwork/large/lilligant-hisuian.jpg
5500,Basculin-Red-Striped Form,Water,-,Hostile Pokémon,https://img.pokemondb.net/artwork/large/basculin-red-striped.jpg
5501,Basculin-Blue-Striped Form,Water,-,Hostile Pokémon,https://img.pokemondb.net/artwork/large/basculin-blue-striped.jpg
5502,Basculin-White-Striped Form,Water,-,Mellow Pokémon,https://img.pokemondb.net/artwork/large/basculin-white-striped.jpg
5510,Sandile-Sandile,Ground,Dark,Desert Croc Pokémon,https://img.pokemondb.net/artwork/large/sandile.jpg
5520,Krokorok-Krokorok,Ground,Dark,Desert Croc Pokémon,https://img.pokemondb.net/artwork/large/krokorok.jpg
5530,Krookodile-Krookodile,Ground,Dark,Intimidation Pokémon,https://img.pokemondb.net/artwork/large/krookodile.jpg
5540,Darumaka-Darumaka,Fire,-,Zen Charm Pokémon,https://img.pokemondb.net/artwork/large/darumaka.jpg
5541,Darumaka-Galarian Darumaka,Fire,-,Zen Charm Pokémon,https://img.pokemondb.net/artwork/large/darumaka-galarian.jpg
5550,Darmanitan-Standard Mode,Fire,-,Blazing Pokémon,https://img.pokemondb.net/artwork/large/darmanitan-standard.jpg
5551,Darmanitan-Zen Mode,Fire,-,Blazing Pokémon,https://img.pokemondb.net/artwork/large/darmanitan-zen.jpg
5552,Darmanitan-Galarian Standard Mode,Fire,-,Zen Charm Pokémon,https://img.pokemondb.net/artwork/large/darmanitan-galarian-standard.jpg
5553,Darmanitan-Galarian Zen Mode,Fire,-,Zen Charm Pokémon,https://img.pokemondb.net/artwork/large/darmanitan-galarian-zen.jpg
5560,Maractus-Maractus,Grass,-,Cactus Pokémon,https://img.pokemondb.net/artwork/large/maractus.jpg
5570,Dwebble-Dwebble,Bug,Rock,Rock Inn Pokémon,https://img.pokemondb.net/artwork/large/dwebble.jpg
5580,Crustle-Crustle,Bug,Rock,Stone Home Pokémon,https://img.pokemondb.net/artwork/large/crustle.jpg
5590,Scraggy-Scraggy,Dark,Fighting,Shedding Pokémon,https://img.pokemondb.net/artwork/large/scraggy.jpg
5600,Scrafty-Scrafty,Dark,Fighting,Hoodlum Pokémon,https://img.pokemondb.net/artwork/large/scrafty.jpg
5610,Sigilyph-Sigilyph,Psychic,Flying,Avianoid Pokémon,https://img.pokemondb.net/artwork/large/sigilyph.jpg
5620,Yamask-Yamask,Ghost,-,Spirit Pokémon,https://img.pokemondb.net/artwork/large/yamask.jpg
5621,Yamask-Galarian Yamask,Ghost,-,Spirit Pokémon,https://img.pokemondb.net/artwork/large/yamask-galarian.jpg
5630,Cofagrigus-Cofagrigus,Ghost,-,Coffin Pokémon,https://img.pokemondb.net/artwork/large/cofagrigus.jpg
5640,Tirtouga-Tirtouga,Water,Rock,Prototurtle Pokémon,https://img.pokemondb.net/artwork/large/tirtouga.jpg
5650,Carracosta-Carracosta,Water,Rock,Prototurtle Pokémon,https://img.pokemondb.net/artwork/large/carracosta.jpg
5660,Archen-Archen,Rock,Flying,First Bird Pokémon,https://img.pokemondb.net/artwork/large/archen.jpg
5670,Archeops-Archeops,Rock,Flying,First Bird Pokémon,https://img.pokemondb.net/artwork/large/archeops.jpg
5680,Trubbish-Trubbish,Poison,-,Trash Bag Pokémon,https://img.pokemondb.net/artwork/large/trubbish.jpg
5690,Garbodor-Garbodor,Poison,-,Trash Heap Pokémon,https://img.pokemondb.net/artwork/large/garbodor.jpg
5700,Zorua-Zorua,Dark,-,Tricky Fox Pokémon,https://img.pokemondb.net/artwork/large/zorua.jpg
5701,Zorua-Hisuian Zorua,Dark,-,Spiteful Fox Pokémon,https://img.pokemondb.net/artwork/large/zorua-hisuian.jpg
5710,Zoroark-Zoroark,Dark,-,Illusion Fox Pokémon,https://img.pokemondb.net/artwork/large/zoroark.jpg
5711,Zoroark-Hisuian Zoroark,Dark,-,Baneful Fox Pokémon,https://img.pokemondb.net/artwork/large/zoroark-hisuian.jpg
5720,Minccino-Minccino,Normal,-,Chinchilla Pokémon,https://img.pokemondb.net/artwork/large/minccino.jpg
5730,Cinccino-Cinccino,Normal,-,Scarf Pokémon,https://img.pokemondb.net/artwork/large/cinccino.jpg
5740,Gothita-Gothita,Psychic,-,Fixation Pokémon,https://img.pokemondb.net/artwork/large/gothita.jpg
5750,Gothorita-Gothorita,Psychic,-,Manipulate Pokémon,https://img.pokemondb.net/artwork/large/gothorita.jpg
5760,Gothitelle-Gothitelle,Psychic,-,Astral Body Pokémon,https://img.pokemondb.net/artwork/large/gothitelle.jpg
5770,Solosis-Solosis,Psychic,-,Cell Pokémon,https://img.pokemondb.net/artwork/large/solosis.jpg
5780,Duosion-Duosion,Psychic,-,Mitosis Pokémon,https://img.pokemondb.net/artwork/large/duosion.jpg
5790,Reuniclus-Reuniclus,Psychic,-,Multiplying Pokémon,https://img.pokemondb.net/artwork/large/reuniclus.jpg
5800,Ducklett-Ducklett,Water,Flying,Water Bird Pokémon,https://img.pokemondb.net/artwork/large/ducklett.jpg
