id_nb,name-form,type_1,type_2,link,img,data_species,data_height,data_weight,first_ability,second_ability,hidden_ability,training_catch_rate,training_base_exp,training_growth_rate,breeding_gender_male,breeding_gender_female,egg_group1,egg_group2,egg_cycle,stats_hp,stats_attack,stats_defense,stats_sp_atk,stats_sp_def,stats_speed,stats_total,
#4210,Cherrim-Cherrim,Grass,-,/pokedex/cherrim,https://img.pokemondb.net/artwork/large/cherrim.jpg,Blossom Pokémon,0.5,9.3,Flower Gift,-,-,75,158,Medium Fast,50% male,50% female,Fairy,Grass,20,70,60,70,87,78,85,450,
#4220,Shellos-Shellos,Water,-,/pokedex/shellos,https://img.pokemondb.net/artwork/large/shellos.jpg,Sea Slug Pokémon,0.3,6.3,Sticky Hold,Storm Drain,Sand Force,190,65,Medium Fast,50% male,50% female,Amorphous,Water 1,20,76,48,48,57,62,34,325,
#4230,Gastrodon-Gastrodon,Water,Ground,/pokedex/gastrodon,https://img.pokemondb.net/artwork/large/gastrodon.jpg,Sea Slug Pokémon,0.9,29.9,Sticky Hold,Storm Drain,Sand Force,75,166,Medium Fast,50% male,50% female,Amorphous,Water 1,20,111,83,68,92,82,39,475,
#4240,Ambipom-Ambipom,Normal,-,/pokedex/ambipom,https://img.pokemondb.net/artwork/large/ambipom.jpg,Long Tail Pokémon,1.2,20.3,Technician,Pickup,Skill Link,45,169,Fast,50% male,50% female,Field,—,20,75,100,66,60,66,115,482,
#4250,Drifloon-Drifloon,Ghost,Flying,/pokedex/drifloon,https://img.pokemondb.net/artwork/large/drifloon.jpg,Balloon Pokémon,0.4,1.2,Aftermath,Unburden,Flare Boost,125,70,Fluctuating,50% male,50% female,Amorphous,—,30,90,50,34,60,44,70,348,
#4260,Drifblim-Drifblim,Ghost,Flying,/pokedex/drifblim,https://img.pokemondb.net/artwork/large/drifblim.jpg,Blimp Pokémon,1.2,15.0,Aftermath,Unburden,Flare Boost,60,174,Fluctuating,50% male,50% female,Amorphous,—,30,150,80,44,90,54,80,498,
#4270,Buneary-Buneary,Normal,-,/pokedex/buneary,https://img.pokemondb.net/artwork/large/buneary.jpg,Rabbit Pokémon,0.4,5.5,Run Away,Klutz,Limber,190,70,Medium Fast,50% male,50% female,Field,Human-Like,20,55,66,44,44,56,85,350,
#4280,Lopunny-Lopunny,Normal,-,/pokedex/lopunny,https://img.pokemondb.net/artwork/large/lopunny.jpg,Rabbit Pokémon,1.2,33.3,Cute Charm,Klutz,Limber,60,168,Medium Fast,50% male,50% female,Field,Human-Like,20,65,76,84,54,96,105,480,
#4281,Lopunny-Mega Lopunny,Normal,-,/pokedex/lopunny,https://img.pokemondb.net/artwork/large/lopunny-mega.jpg,Rabbit Pokémon,1.3,28.3,Scrappy,-,-,60,203,Medium Fast,50% male,50% female,Field,Human-Like,20,65,136,94,54,96,135,580,
#4290,Mismagius-Mismagius,Ghost,-,/pokedex/mismagius,https://img.pokemondb.net/artwork/large/mismagius.jpg,Magical Pokémon,0.9,4.4,Levitate,-,-,45,173,Fast,50% male,50% female,Amorphous,—,25,60,60,60,105,105,105,495,
#4300,Honchkrow-Honchkrow,Dark,Flying,/pokedex/honchkrow,https://img.pokemondb.net/artwork/large/honchkrow.jpg,Big Boss Pokémon,0.9,27.3,Insomnia,Super Luck,Moxie,30,177,Medium Slow,50% male,50% female,Flying,—,20,100,125,52,105,52,71,505,
#4310,Glameow-Glameow,Normal,-,/pokedex/glameow,https://img.pokemondb.net/artwork/large/glameow.jpg,Catty Pokémon,0.5,3.9,Limber,Own Tempo,Keen Eye,190,62,Fast,25% male,75% female,Field,—,20,49,55,42,42,37,85,310,
#4320,Purugly-Purugly,Normal,-,/pokedex/purugly,https://img.pokemondb.net/artwork/large/purugly.jpg,Tiger Cat Pokémon,1.0,43.8,Thick Fat,Own Tempo,Defiant,75,158,Fast,25% male,75% female,Field,—,20,71,82,64,64,59,112,452,
#4330,Chingling-Chingling,Psychic,-,/pokedex/chingling,https://img.pokemondb.net/artwork/large/chingling.jpg,Bell Pokémon,0.2,0.6,Levitate,-,-,120,57,Fast,50% male,50% female,Undiscovered,—,25,45,30,50,65,50,45,285,
#4340,Stunky-Stunky,Poison,Dark,/pokedex/stunky,https://img.pokemondb.net/artwork/large/stunky.jpg,Skunk Pokémon,0.4,19.2,Stench,Aftermath,Keen Eye,225,66,Medium Fast,50% male,50% female,Field,—,20,63,63,47,41,41,74,329,
#4350,Skuntank-Skuntank,Poison,Dark,/pokedex/skuntank,https://img.pokemondb.net/artwork/large/skuntank.jpg,Skunk Pokémon,1.0,38.0,Stench,Aftermath,Keen Eye,60,168,Medium Fast,50% male,50% female,Field,—,20,103,93,67,71,61,84,479,
#4360,Bronzor-Bronzor,Steel,Psychic,/pokedex/bronzor,https://img.pokemondb.net/artwork/large/bronzor.jpg,Bronze Pokémon,0.5,60.5,Levitate,Heatproof,Heavy Metal,255,60,Medium Fast,Genderless,Genderless,Mineral,—,20,57,24,86,24,86,23,300,
#4370,Bronzong-Bronzong,Steel,Psychic,/pokedex/bronzong,https://img.pokemondb.net/artwork/large/bronzong.jpg,Bronze Bell Pokémon,1.3,187.0,Levitate,Heatproof,Heavy Metal,90,175,Medium Fast,Genderless,Genderless,Mineral,—,20,67,89,116,79,116,33,500,
#4380,Bonsly-Bonsly,Rock,-,/pokedex/bonsly,https://img.pokemondb.net/artwork/large/bonsly.jpg,Bonsai Pokémon,0.5,15.0,Sturdy,Rock Head,Rattled,255,58,Medium Fast,50% male,50% female,Undiscovered,—,20,50,80,95,10,45,10,290,
#4390,Mime Jr.-Mime Jr.,Psychic,Fairy,/pokedex/mime-jr,https://img.pokemondb.net/artwork/large/mime-jr.jpg,Mime Pokémon,0.6,13.0,Soundproof,Filter,Technician,145,62,Medium Fast,50% male,50% female,Undiscovered,—,25,20,25,45,70,90,60,310,
#4400,Happiny-Happiny,Normal,-,/pokedex/happiny,https://img.pokemondb.net/artwork/large/happiny.jpg,Playhouse Pokémon,0.6,24.4,Natural Cure,Serene Grace,Friend Guard,130,110,Fast,0% male,100% female,Undiscovered,—,40,100,5,5,15,65,30,220,
#4410,Chatot-Chatot,Normal,Flying,/pokedex/chatot,https://img.pokemondb.net/artwork/large/chatot.jpg,Music Note Pokémon,0.5,1.9,Keen Eye,Tangled Feet,Big Pecks,30,144,Medium Slow,50% male,50% female,Flying,—,20,76,65,45,92,42,91,411,
#4420,Spiritomb-Spiritomb,Ghost,Dark,/pokedex/spiritomb,https://img.pokemondb.net/artwork/large/spiritomb.jpg,Forbidden Pokémon,1.0,108.0,Pressure,-,Infiltrator,100,170,Medium Fast,50% male,50% female,Amorphous,—,30,50,92,108,92,108,35,485,
#4430,Gible-Gible,Dragon,Ground,/pokedex/gible,https://img.pokemondb.net/artwork/large/gible.jpg,Land Shark Pokémon,0.7,20.5,Sand Veil,-,Rough Skin,45,60,Slow,50% male,50% female,Dragon,Monster,40,58,70,45,40,45,42,300,
#4440,Gabite-Gabite,Dragon,Ground,/pokedex/gabite,https://img.pokemondb.net/artwork/large/gabite.jpg,Cave Pokémon,1.4,56.0,Sand Veil,-,Rough Skin,45,144,Slow,50% male,50% female,Dragon,Monster,40,68,90,65,50,55,82,410,
#4450,Garchomp-Garchomp,Dragon,Ground,/pokedex/garchomp,https://img.pokemondb.net/artwork/large/garchomp.jpg,Mach Pokémon,1.9,95.0,Sand Veil,-,Rough Skin,45,270,Slow,50% male,50% female,Dragon,Monster,40,108,130,95,80,85,102,600,
#4451,Garchomp-Mega Garchomp,Dragon,Ground,/pokedex/garchomp,https://img.pokemondb.net/artwork/large/garchomp-mega.jpg,Mach Pokémon,1.9,95.0,Sand Force,-,-,45,315,Slow,50% male,50% female,Dragon,Monster,40,108,170,115,120,95,92,700,
#4460,Munchlax-Munchlax,Normal,-,/pokedex/munchlax,https://img.pokemondb.net/artwork/large/munchlax.jpg,Big Eater Pokémon,0.6,105.0,Pickup,Thick Fat,Gluttony,50,78,Slow,87.5% male,12.5% female,Undiscovered,—,40,135,85,40,40,85,5,390,
#4470,Riolu-Riolu,Fighting,-,/pokedex/riolu,https://img.pokemondb.net/artwork/large/riolu.jpg,Emanation Pokémon,0.7,20.2,Steadfast,Inner Focus,Prankster,75,57,Medium Slow,87.5% male,12.5% female,Undiscovered,—,25,40,70,40,35,40,60,285,
#4480,Lucario-Lucario,Fighting,Steel,/pokedex/lucario,https://img.pokemondb.net/artwork/large/lucario.jpg,Aura Pokémon,1.2,54.0,Steadfast,Inner Focus,Justified,45,184,Medium Slow,87.5% male,12.5% female,Field,Human-Like,25,70,110,70,115,70,90,525,
#4481,Lucario-Mega Lucario,Fighting,Steel,/pokedex/lucario,https://img.pokemondb.net/artwork/large/lucario-mega.jpg,Aura Pokémon,1.3,57.5,Adaptability,-,-,45,219,Medium Slow,87.5% male,12.5% female,Field,Human-Like,25,70,145,88,140,70,112,625,
#4490,Hippopotas-Hippopotas,Ground,-,/pokedex/hippopotas,https://img.pokemondb.net/artwork/large/hippopotas.jpg,Hippo Pokémon,0.8,49.5,Sand Stream,-,Sand Force,140,66,Slow,50% male,50% female,Field,—,30,68,72,78,38,42,32,330,
#4500,Hippowdon-Hippowdon,Ground,-,/pokedex/hippowdon,https://img.pokemondb.net/artwork/large/hippowdon.jpg,Heavyweight Pokémon,2.0,300.0,Sand Stream,-,Sand Force,60,184,Slow,50% male,50% female,Field,—,30,108,112,118,68,72,47,525,
#4510,Skorupi-Skorupi,Poison,Bug,/pokedex/skorupi,https://img.pokemondb.net/artwork/large/skorupi.jpg,Scorpion Pokémon,0.8,12.0,Battle Armor,Sniper,Keen Eye,120,66,Slow,50% male,50% female,Bug,Water 3,20,40,50,90,30,55,65,330,
#4520,Drapion-Drapion,Poison,Dark,/pokedex/drapion,https://img.pokemondb.net/artwork/large/drapion.jpg,Ogre Scorp Pokémon,1.3,61.5,Battle Armor,Sniper,Keen Eye,45,175,Slow,50% male,50% female,Bug,Water 3,20,70,90,110,60,75,95,500,
#4530,Croagunk-Croagunk,Poison,Fighting,/pokedex/croagunk,https://img.pokemondb.net/artwork/large/croagunk.jpg,Toxic Mouth Pokémon,0.7,23.0,Anticipation,Dry Skin,Poison Touch,140,60,Medium Fast,50% male,50% female,Human-Like,—,10,48,61,40,61,40,50,300,
#4540,Toxicroak-Toxicroak,Poison,Fighting,/pokedex/toxicroak,https://img.pokemondb.net/artwork/large/toxicroak.jpg,Toxic Mouth Pokémon,1.3,44.4,Anticipation,Dry Skin,Poison Touch,75,172,Medium Fast,50% male,50% female,Human-Like,—,20,83,106,65,86,65,85,490,
#4550,Carnivine-Carnivine,Grass,-,/pokedex/carnivine,https://img.pokemondb.net/artwork/large/carnivine.jpg,Bug Catcher Pokémon,1.4,27.0,Levitate,-,-,200,159,Slow,50% male,50% female,Grass,—,25,74,100,72,90,72,46,454,
#4560,Finneon-Finneon,Water,-,/pokedex/finneon,https://img.pokemondb.net/artwork/large/finneon.jpg,Wing Fish Pokémon,0.4,7.0,Swift Swim,Storm Drain,Water Veil,190,66,Erratic,50% male,50% female,Water 2,—,20,49,49,56,49,61,66,330,
#4570,Lumineon-Lumineon,Water,-,/pokedex/lumineon,https://img.pokemondb.net/artwork/large/lumineon.jpg,Neon Pokémon,1.2,24.0,Swift Swim,Storm Drain,Water Veil,75,161,Erratic,50% male,50% female,Water 2,—,20,69,69,76,69,86,91,460,
#4580,Mantyke-Mantyke,Water,Flying,/pokedex/mantyke,https://img.pokemondb.net/artwork/large/mantyke.jpg,Kite Pokémon,1.0,65.0,Swift Swim,Water Absorb,Water Veil,25,69,Slow,50% male,50% female,Undiscovered,—,25,45,20,50,60,120,50,345,
#4590,Snover-Snover,Grass,Ice,/pokedex/snover,https://img.pokemondb.net/artwork/large/snover.jpg,Frost Tree Pokémon,1.0,50.5,Snow Warning,-,Soundproof,120,67,Slow,50% male,50% female,Grass,Monster,20,60,62,50,62,60,40,334,
#4600,Abomasnow-Abomasnow,Grass,Ice,/pokedex/abomasnow,https://img.pokemondb.net/artwork/large/abomasnow.jpg,Frost Tree Pokémon,2.2,135.5,Snow Warning,-,Soundproof,60,173,Slow,50% male,50% female,Grass,Monster,20,90,92,75,92,85,60,494,
#4601,Abomasnow-Mega Abomasnow,Grass,Ice,/pokedex/abomasnow,https://img.pokemondb.net/artwork/large/abomasnow-mega.jpg,Frost Tree Pokémon,2.7,185.0,Snow Warning,-,-,60,208,Slow,50% male,50% female,Grass,Monster,20,90,132,105,132,105,30,594,
#4610,Weavile-Weavile,Dark,Ice,/pokedex/weavile,https://img.pokemondb.net/artwork/large/weavile.jpg,Sharp Claw Pokémon,1.1,34.0,Pressure,-,Pickpocket,45,179,Medium Slow,50% male,50% female,Field,—,20,70,120,65,45,85,125,510,
#4620,Magnezone-Magnezone,Electric,Steel,/pokedex/magnezone,https://img.pokemondb.net/artwork/large/magnezone.jpg,Magnet Area Pokémon,1.2,180.0,Magnet Pull,Sturdy,Analytic,30,241,Medium Fast,Genderless,Genderless,Mineral,—,20,70,70,115,130,90,60,535,
#4630,Lickilicky-Lickilicky,Normal,-,/pokedex/lickilicky,https://img.pokemondb.net/artwork/large/lickilicky.jpg,Licking Pokémon,1.7,140.0,Own Tempo,Oblivious,Cloud Nine,30,180,Medium Fast,50% male,50% female,Monster,—,20,110,85,95,80,95,50,515,
#4640,Rhyperior-Rhyperior,Ground,Rock,/pokedex/rhyperior,https://img.pokemondb.net/artwork/large/rhyperior.jpg,Drill Pokémon,2.4,282.8,Lightning Rod,Solid Rock,Reckless,30,241,Slow,50% male,50% female,Field,Monster,20,115,140,130,55,55,40,535,
#4650,Tangrowth-Tangrowth,Grass,-,/pokedex/tangrowth,https://img.pokemondb.net/artwork/large/tangrowth.jpg,Vine Pokémon,2.0,128.6,Chlorophyll,Leaf Guard,Regenerator,30,187,Medium Fast,50% male,50% female,Grass,—,20,100,100,125,110,50,50,535,
#4660,Electivire-Electivire,Electric,-,/pokedex/electivire,https://img.pokemondb.net/artwork/large/electivire.jpg,Thunderbolt Pokémon,1.8,138.6,Motor Drive,-,Vital Spirit,30,243,Medium Fast,75% male,25% female,Human-Like,—,25,75,123,67,95,85,95,540,
#4670,Magmortar-Magmortar,Fire,-,/pokedex/magmortar,https://img.pokemondb.net/artwork/large/magmortar.jpg,Blast Pokémon,1.6,68.0,Flame Body,-,Vital Spirit,30,243,Medium Fast,75% male,25% female,Human-Like,—,25,75,95,67,125,95,83,540,
#4680,Togekiss-Togekiss,Fairy,Flying,/pokedex/togekiss,https://img.pokemondb.net/artwork/large/togekiss.jpg,Jubilee Pokémon,1.5,38.0,Hustle,Serene Grace,Super Luck,30,245,Fast,87.5% male,12.5% female,Fairy,Flying,10,85,50,95,120,115,80,545,
#4690,Yanmega-Yanmega,Bug,Flying,/pokedex/yanmega,https://img.pokemondb.net/artwork/large/yanmega.jpg,Ogre Darner Pokémon,1.9,51.5,Speed Boost,Tinted Lens,Frisk,30,180,Medium Fast,50% male,50% female,Bug,—,20,86,76,86,116,56,95,515,
#4700,Leafeon-Leafeon,Grass,-,/pokedex/leafeon,https://img.pokemondb.net/artwork/large/leafeon.jpg,Verdant Pokémon,1.0,25.5,Leaf Guard,-,Chlorophyll,45,184,Medium Fast,87.5% male,12.5% female,Field,—,35,65,110,130,60,65,95,525,
#4710,Glaceon-Glaceon,Ice,-,/pokedex/glaceon,https://img.pokemondb.net/artwork/large/glaceon.jpg,Fresh Snow Pokémon,0.8,25.9,Snow Cloak,-,Ice Body,45,184,Medium Fast,87.5% male,12.5% female,Field,—,35,65,60,110,130,95,65,525,
#4720,Gliscor-Gliscor,Ground,Flying,/pokedex/gliscor,https://img.pokemondb.net/artwork/large/gliscor.jpg,Fang Scorp Pokémon,2.0,42.5,Hyper Cutter,Sand Veil,Poison Heal,30,179,Medium Slow,50% male,50% female,Bug,—,20,75,95,125,45,75,95,510,
#4730,Mamoswine-Mamoswine,Ice,Ground,/pokedex/mamoswine,https://img.pokemondb.net/artwork/large/mamoswine.jpg,Twin Tusk Pokémon,2.5,291.0,Oblivious,Snow Cloak,Thick Fat,50,239,Slow,50% male,50% female,Field,—,20,110,130,80,70,60,80,530,
#4740,Porygon-Z-Porygon-Z,Normal,-,/pokedex/porygon-z,https://img.pokemondb.net/artwork/large/porygon-z.jpg,Virtual Pokémon,0.9,34.0,Adaptability,Download,Analytic,30,241,Medium Fast,Genderless,Genderless,Mineral,—,20,85,80,70,135,75,90,535,
#4750,Gallade-Gallade,Psychic,Fighting,/pokedex/gallade,https://img.pokemondb.net/artwork/large/gallade.jpg,Blade Pokémon,1.6,52.0,Steadfast,-,Justified,45,233,Slow,100% male,0% female,Amorphous,Human-Like,20,68,125,65,65,115,80,518,
#4751,Gallade-Mega Gallade,Psychic,Fighting,/pokedex/gallade,https://img.pokemondb.net/artwork/large/gallade-mega.jpg,Blade Pokémon,1.6,56.4,Inner Focus,-,-,45,278,Slow,100% male,0% female,Amorphous,—,20,68,165,95,65,115,110,618,
#4760,Probopass-Probopass,Rock,Steel,/pokedex/probopass,https://img.pokemondb.net/artwork/large/probopass.jpg,Compass Pokémon,1.4,340.0,Sturdy,Magnet Pull,Sand Force,60,184,Medium Fast,50% male,50% female,Mineral,—,20,60,55,145,75,150,40,525,
#4770,Dusknoir-Dusknoir,Ghost,-,/pokedex/dusknoir,https://img.pokemondb.net/artwork/large/dusknoir.jpg,Gripper Pokémon,2.2,106.6,Pressure,-,Frisk,45,236,Fast,50% male,50% female,Amorphous,—,25,45,100,135,65,135,45,525,
#4780,Froslass-Froslass,Ice,Ghost,/pokedex/froslass,https://img.pokemondb.net/artwork/large/froslass.jpg,Snow Land Pokémon,1.3,26.6,Snow Cloak,-,Cursed Body,75,168,Medium Fast,0% male,100% female,Fairy,Mineral,20,70,80,70,80,70,110,480,
#4790,Rotom-Rotom,Electric,Ghost,/pokedex/rotom,https://img.pokemondb.net/artwork/large/rotom.jpg,Plasma Pokémon,0.3,0.3,Levitate,-,-,45,154,Medium Fast,Genderless,Genderless,Amorphous,—,20,50,50,77,95,77,91,440,
#4791,Rotom-Heat Rotom,Electric,Ghost,/pokedex/rotom,https://img.pokemondb.net/artwork/large/rotom-heat.jpg,Plasma Pokémon,0.3,0.3,Levitate,-,-,45,182,Medium Fast,Genderless,Genderless,Amorphous,—,20,50,65,107,105,107,86,520,
#4792,Rotom-Wash Rotom,Electric,Ghost,/pokedex/rotom,https://img.pokemondb.net/artwork/large/rotom-wash.jpg,Plasma Pokémon,0.3,0.3,Levitate,-,-,45,182,Medium Fast,Genderless,Genderless,Amorphous,—,20,50,65,107,105,107,86,520,
#4793,Rotom-Frost Rotom,Electric,Ghost,/pokedex/rotom,https://img.pokemondb.net/artwork/large/rotom-frost.jpg,Plasma Pokémon,0.3,0.3,Levitate,-,-,45,182,Medium Fast,Genderless,Genderless,Amorphous,—,20,50,65,107,105,107,86,520,
#4794,Rotom-Fan Rotom,Electric,Ghost,/pokedex/rotom,https://img.pokemondb.net/artwork/large/rotom-fan.jpg,Plasma Pokémon,0.3,0.3,Levitate,-,-,45,182,Medium Fast,Genderless,Genderless,Amorphous,—,20,50,65,107,105,107,86,520,
#4795,Rotom-Mow Rotom,Electric,Ghost,/pokedex/rotom,https://img.pokemondb.net/artwork/large/rotom-mow.jpg,Plasma Pokémon,0.3,0.3,Levitate,-,-,45,182,Medium Fast,Genderless,Genderless,Amorphous,—,20,50,65,107,105,107,86,520,
#4800,Uxie-Uxie,Psychic,-,/pokedex/uxie,https://img.pokemondb.net/artwork/large/uxie.jpg,Knowledge Pokémon,0.3,0.3,Levitate,-,-,3,261,Slow,Genderless,Genderless,Undiscovered,—,80,75,75,130,75,130,95,580,
#4810,Mesprit-Mesprit,Psychic,-,/pokedex/mesprit,https://img.pokemondb.net/artwork/large/mesprit.jpg,Emotion Pokémon,0.3,0.3,Levitate,-,-,3,261,Slow,Genderless,Genderless,Undiscovered,—,80,80,105,105,105,105,80,580,
#4820,Azelf-Azelf,Psychic,-,/pokedex/azelf,https://img.pokemondb.net/artwork/large/azelf.jpg,Willpower Pokémon,0.3,0.3,Levitate,-,-,3,261,Slow,Genderless,Genderless,Undiscovered,—,80,75,125,70,125,70,115,580,
#4830,Dialga-Dialga,Steel,Dragon,/pokedex/dialga,https://img.pokemondb.net/artwork/large/dialga.jpg,Temporal Pokémon,5.4,683.0,Pressure,-,Telepathy,3,306,Slow,Genderless,Genderless,Undiscovered,—,120,100,120,120,150,100,90,680,
#4831,Dialga-Origin Forme,Steel,Dragon,/pokedex/dialga,https://img.pokemondb.net/artwork/large/dialga-origin.jpg,Temporal Pokémon,7.0,850.0,Pressure,-,Telepathy,—,—,—,—,—,—,—,—,100,100,120,150,120,90,680,
#4840,Palkia-Palkia,Water,Dragon,/pokedex/palkia,https://img.pokemondb.net/artwork/large/palkia.jpg,Spatial Pokémon,4.2,336.0,Pressure,-,Telepathy,3,306,Slow,Genderless,Genderless,Undiscovered,—,120,90,120,100,150,120,100,680,
#4841,Palkia-Origin Forme,Water,Dragon,/pokedex/palkia,https://img.pokemondb.net/artwork/large/palkia-origin.jpg,Spatial Pokémon,6.3,660.0,Pressure,-,Telepathy,—,—,—,—,—,—,—,—,90,100,100,150,120,120,680,
#4850,Heatran-Heatran,Fire,Steel,/pokedex/heatran,https://img.pokemondb.net/artwork/large/heatran.jpg,Lava Dome Pokémon,1.7,430.0,Flash Fire,-,Flame Body,3,270,Slow,50% male,50% female,Undiscovered,—,10,91,90,106,130,106,77,600,
#4860,Regigigas-Regigigas,Normal,-,/pokedex/regigigas,https://img.pokemondb.net/artwork/large/regigigas.jpg,Colossal Pokémon,3.7,420.0,Slow Start,-,-,3,302,Slow,Genderless,Genderless,Undiscovered,—,120,110,160,110,80,110,100,670,
#4870,Giratina-Altered Forme,Ghost,Dragon,/pokedex/giratina,https://img.pokemondb.net/artwork/large/giratina-altered.jpg,Renegade Pokémon,4.5,750.0,Pressure,-,Telepathy,3,306,Slow,Genderless,Genderless,Undiscovered,—,120,150,100,120,100,120,90,680,
#4871,Giratina-Origin Forme,Ghost,Dragon,/pokedex/giratina,https://img.pokemondb.net/artwork/large/giratina-origin.jpg,Renegade Pokémon,6.9,650.0,Levitate,-,-,3,306,Slow,Genderless,Genderless,Undiscovered,—,120,150,120,100,120,100,90,680,
#4880,Cresselia-Cresselia,Psychic,-,/pokedex/cresselia,https://img.pokemondb.net/artwork/large/cresselia.jpg,Lunar Pokémon,1.5,85.6,Levitate,-,-,3,270,Slow,0% male,100% female,Undiscovered,—,120,120,70,120,75,130,85,600,
#4890,Phione-Phione,Water,-,/pokedex/phione,https://img.pokemondb.net/artwork/large/phione.jpg,Sea Drifter Pokémon,0.4,3.1,Hydration,-,-,30,216,Slow,Genderless,Genderless,Fairy,Water 1,40,80,80,80,80,80,80,480,
#4900,Manaphy-Manaphy,Water,-,/pokedex/manaphy,https://img.pokemondb.net/artwork/large/manaphy.jpg,Seafaring Pokémon,0.3,1.4,Hydration,-,-,3,270,Slow,Genderless,Genderless,Fairy,Water 1,10,100,100,100,100,100,100,600,
#4910,Darkrai-Darkrai,Dark,-,/pokedex/darkrai,https://img.pokemondb.net/artwork/large/darkrai.jpg,Pitch-Black Pokémon,1.5,50.5,Bad Dreams,-,-,3,270,Slow,Genderless,Genderless,Undiscovered,—,120,70,90,90,135,90,125,600,
#4920,Shaymin-Land Forme,Grass,-,/pokedex/shaymin,https://img.pokemondb.net/artwork/large/shaymin-land.jpg,Gratitude Pokémon,0.2,2.1,Natural Cure,-,-,45,270,Medium Slow,Genderless,Genderless,Undiscovered,—,120,100,100,100,100,100,100,600,
#4921,Shaymin-Sky Forme,Grass,-,/pokedex/shaymin,https://img.pokemondb.net/artwork/large/shaymin-sky.jpg,Gratitude Pokémon,0.4,5.2,Serene Grace,-,-,45,270,Medium Slow,Genderless,Genderless,Undiscovered,—,120,100,103,75,120,75,127,600,
#4930,Arceus-Arceus,Normal,-,/pokedex/arceus,https://img.pokemondb.net/artwork/large/arceus.jpg,Alpha Pokémon,3.2,320.0,Multitype,-,-,3,324,Slow,Genderless,Genderless,Undiscovered,—,120,120,120,120,120,120,120,720,
#4940,Victini-Victini,Psychic,Fire,/pokedex/victini,https://img.pokemondb.net/artwork/large/victini.jpg,Victory Pokémon,0.4,4.0,Victory Star,-,-,3,270,Slow,Genderless,Genderless,Undiscovered,—,120,100,100,100,100,100,100,600,
#4950,Snivy-Snivy,Grass,-,/pokedex/snivy,https://img.pokemondb.net/artwork/large/snivy.jpg,Grass Snake Pokémon,0.6,8.1,Overgrow,-,Contrary,45,62,Medium Slow,87.5% male,12.5% female,Field,Grass,20,45,45,55,45,55,63,308,
#4960,Servine-Servine,Grass,-,/pokedex/servine,https://img.pokemondb.net/artwork/large/servine.jpg,Grass Snake Pokémon,0.8,16.0,Overgrow,-,Contrary,45,145,Medium Slow,87.5% male,12.5% female,Field,Grass,20,60,60,75,60,75,83,413,
#4970,Serperior-Serperior,Grass,-,/pokedex/serperior,https://img.pokemondb.net/artwork/large/serperior.jpg,Regal Pokémon,3.3,63.0,Overgrow,-,Contrary,45,238,Medium Slow,87.5% male,12.5% female,Field,Grass,20,75,75,95,75,95,113,528,
#4980,Tepig-Tepig,Fire,-,/pokedex/tepig,https://img.pokemondb.net/artwork/large/tepig.jpg,Fire Pig Pokémon,0.5,9.9,Blaze,-,Thick Fat,45,62,Medium Slow,87.5% male,12.5% female,Field,—,20,65,63,45,45,45,45,308,
#4990,Pignite-Pignite,Fire,Fighting,/pokedex/pignite,https://img.pokemondb.net/artwork/large/pignite.jpg,Fire Pig Pokémon,1.0,55.5,Blaze,-,Thick Fat,45,146,Medium Slow,87.5% male,12.5% female,Field,—,20,90,93,55,70,55,55,418,
#5000,Emboar-Emboar,Fire,Fighting,/pokedex/emboar,https://img.pokemondb.net/artwork/large/emboar.jpg,Mega Fire Pig Pokémon,1.6,150.0,Blaze,-,Reckless,45,238,Medium Slow,87.5% male,12.5% female,Field,—,20,110,123,65,100,65,65,528,
#5010,Oshawott-Oshawott,Water,-,/pokedex/oshawott,https://img.pokemondb.net/artwork/large/oshawott.jpg,Sea Otter Pokémon,0.5,5.9,Torrent,-,Shell Armor,45,62,Medium Slow,87.5% male,12.5% female,Field,—,20,55,55,45,63,45,45,308,
#5020,Dewott-Dewott,Water,-,/pokedex/dewott,https://img.pokemondb.net/artwork/large/dewott.jpg,Discipline Pokémon,0.8,24.5,Torrent,-,Shell Armor,45,145,Medium Slow,87.5% male,12.5% female,Field,—,20,75,75,60,83,60,60,413,
#5030,Samurott-Samurott,Water,-,/pokedex/samurott,https://img.pokemondb.net/artwork/large/samurott.jpg,Formidable Pokémon,1.5,94.6,Torrent,-,Shell Armor,45,238,Medium Slow,87.5% male,12.5% female,Field,—,20,95,100,85,108,70,70,528,
#5031,Samurott-Hisuian Samurott,Water,-,/pokedex/samurott,https://img.pokemondb.net/artwork/large/samurott-hisuian.jpg,Formidable Pokémon,1.5,58.2,Torrent,-,Shell Armor,—,—,—,—,—,—,—,—,90,108,80,100,65,85,528,
#5040,Patrat-Patrat,Normal,-,/pokedex/patrat,https://img.pokemondb.net/artwork/large/patrat.jpg,Scout Pokémon,0.5,11.6,Run Away,Keen Eye,Analytic,255,51,Medium Fast,50% male,50% female,Field,—,15,45,55,39,35,39,42,255,
#5050,Watchog-Watchog,Normal,-,/pokedex/watchog,https://img.pokemondb.net/artwork/large/watchog.jpg,Lookout Pokémon,1.1,27.0,Illuminate,Keen Eye,Analytic,255,147,Medium Fast,50% male,50% female,Field,—,20,60,85,69,60,69,77,420,
